id,job_type,label,unit,metier_propose,nature_prix_proposee,multiplicateur_couches_applicable,gamme_proposee,niveau_doute,notes_auto,price_min_unit_ht,price_max_unit_ht,fixed_min_ht,fixed_max_ht,variability_ratio,confidence,sample_size,notes,commentaire_julien
725,carrelage_sdb_etancheite,Pose carrelage salle de bains avec étanchéité,m2,carrelage_faience,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),55,170,0,0,,null,0,"SPEC Weber/Schluter - douche italienne, pièce humide. Inclut primaire + membrane + colle C2 + joint",
16,carrelage_sol,Pose carrelage sol,m2,carrelage_faience,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),25,80,0,0,,null,0,null,
17,carrelage_sol_pose,Pose carrelage sol (hors fourniture),m2,carrelage_faience,pose_seule,false,—,auto,,35,90,0,0,,null,0,Base,
15,carrelage_mural,Pose faïence murale,m2,carrelage_faience,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),30,95,0,0,,null,0,null,
81,faience_mur_pose,Pose faïence murale (hors fourniture),m2,carrelage_faience,pose_seule,false,—,auto,,40,110,0,0,,null,0,Base,
561,mosaique_pose,Pose mosaïque (hors fourniture),m2,carrelage_faience,pose_seule,false,—,auto,,65,150,0,0,,null,0,Colle C2 + joint,
918,joint_carrelage_renovation,Réfection joints carrelage,m2,carrelage_faience,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),10,30,0,0,,null,0,Base,
650,terrazzo_coule_pose,Pose terrazzo coulé in situ,m2,carrelage_faience,fourniture_pose,false,—,conflit,conflit avec : sols_durs | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),70,168,0,0,,null,0,Base,
836,terrazzo_sol,Terrazzo sol (fourni+posé),m2,carrelage_faience,fourniture_pose,false,—,conflit,conflit avec : sols_durs,90,220,0,0,,null,0,Base,
321,carrelage_premium_fourni_pose,Carrelage (fourni+posé),m2,carrelage_faience,fourniture_pose,false,—,doublon_probable,label identique à au moins une autre entrée,61,128,0,0,,null,0,premium,
319,carrelage_standard_fourni_pose,Carrelage (fourni+posé),m2,carrelage_faience,fourniture_pose,false,—,doublon_probable,label identique à au moins une autre entrée,46,94,0,0,,null,0,standard,
450,depose_carrelage_20m2,Dépose carrelage,forfait,carrelage_faience,fourniture_pose,false,—,doublon_probable,conflit avec : demolition_depose | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer) | label identique à au moins une autre entrée,0,0,264,616,,null,0,Surface ~20m²,
44,depose_carrelage,Dépose carrelage,m2,carrelage_faience,fourniture_pose,false,—,doublon_probable,conflit avec : demolition_depose | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer) | label identique à au moins une autre entrée,10,40,0,0,,null,0,null,
453,depose_carrelage_30m2,Dépose carrelage,forfait,carrelage_faience,fourniture_pose,false,—,doublon_probable,conflit avec : demolition_depose | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer) | label identique à au moins une autre entrée,0,0,396,924,,null,0,Surface ~30m²,
456,depose_carrelage_50m2,Dépose carrelage,forfait,carrelage_faience,fourniture_pose,false,—,doublon_probable,conflit avec : demolition_depose | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer) | label identique à au moins une autre entrée,0,0,660,1540,,null,0,Surface ~50m²,
447,depose_carrelage_10m2,Dépose carrelage,forfait,carrelage_faience,fourniture_pose,false,—,doublon_probable,conflit avec : demolition_depose | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer) | label identique à au moins une autre entrée,0,0,132,308,,null,0,Surface ~10m²,
316,pose_carrelage_sdb_20m2,Pose carrelage salle de bain (MO),forfait,carrelage_faience,pose_seule,false,—,doublon_probable,label identique à au moins une autre entrée,0,0,780,1620,,null,0,Surface ~20m²,
314,pose_carrelage_sdb_10m2,Pose carrelage salle de bain (MO),forfait,carrelage_faience,pose_seule,false,—,doublon_probable,label identique à au moins une autre entrée,0,0,390,810,,null,0,Surface ~10m²,
315,pose_carrelage_sdb_15m2,Pose carrelage salle de bain (MO),forfait,carrelage_faience,pose_seule,false,—,doublon_probable,label identique à au moins une autre entrée,0,0,585,1215,,null,0,Surface ~15m²,
317,pose_carrelage_sdb_30m2,Pose carrelage salle de bain (MO),forfait,carrelage_faience,pose_seule,false,—,doublon_probable,label identique à au moins une autre entrée,0,0,1170,2430,,null,0,Surface ~30m²,
180,pose_plinthes_carrelage,Pose plinthes carrelage,ml,carrelage_faience,fourniture_pose,false,—,doublon_probable,conflit avec : sols_souples | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer) | label identique à au moins une autre entrée,6,22,0,0,,null,0,Hors fourniture,
383,pose_plinthe_carrelage,Pose plinthes carrelage,ml,carrelage_faience,fourniture_pose,false,—,doublon_probable,conflit avec : sols_souples | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer) | label identique à au moins une autre entrée,9,19,0,0,,null,0,Estimation,
742,charpente_fermette,Charpente fermette industrielle (fourni+posé),m2,charpente_bois,fourniture_pose,false,—,auto,,35,80,0,0,,null,0,Emprise toit,
537,charpente_industrielle_fermettes,Charpente industrielle fermettes,m2,charpente_bois,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),35,92,0,0,,null,0,Base,
536,charpente_traditionnelle,Charpente traditionnelle (neuf),m2,charpente_bois,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),55,135,0,0,,null,0,Surface au sol,
492,isolation_combles_soufflage,Soufflage combles (MO),m2,charpente_bois,pose_seule,false,—,auto,,14,30,0,0,,null,0,RGE,
266,traitement_charpente_curatif,Traitement charpente (curatif),m2,charpente_bois,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),27,63,0,0,,null,0,Xylophages,
265,charpente_traitement,Traitement charpente (préventif),m2,charpente_bois,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),15,35,0,0,,null,0,Selon accessibilité,
289,pompe_a_chaleur_eau_chaude_sanitaire,Ballon ECS — pose uniquement,forfait,chauffage,pose_seule,false,—,auto,,0,0,422,878,,null,0,Hors matériel,
7,ballon_thermodynamique,Ballon thermodynamique,forfait,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,1600,3200,,null,0,RGE,
601,calorifugeage_ballon,Calorifugeage réservoir eau chaude,forfait,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,150,520,,null,0,Base,
602,calorifugeage_tuyaux,Calorifugeage tuyauterie chauffage,ml,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),8,26,0,0,,null,0,Base,
405,plomberie_changement_ballon,Changement ballon (MO),forfait,chauffage,pose_seule,false,—,auto,,0,0,358,742,,null,0,Estimation,
406,plomberie_changement_chauffe_eau_gaz,Changement chauffe-eau gaz (MO),forfait,chauffage,pose_seule,false,—,auto,,0,0,422,878,,null,0,Estimation,
20,chaudiere_biomasse,Chaudière biomasse / granulés,forfait,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,9000,18000,,null,0,RGE,
21,chaudiere_gaz,Chaudière gaz,forfait,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,3500,9000,,null,0,null,
807,chaudiere_gaz_condensation,Chaudière gaz condensation (fourni+posé),unite,chauffage,fourniture_pose,false,—,auto,,1800,5000,0,0,,null,0,Hors raccordements gaz,
24,chauffe_eau_thermodynamique,Chauffe-eau thermodynamique,forfait,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,1800,3500,,null,0,RGE,
49,detartrage_cumulus,Détartrage chauffe-eau,forfait,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,120,520,,null,0,Selon accès,
617,equilibrage_chauffage,Équilibrage réseau de chauffage,forfait,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,200,750,,null,0,Base,
903,groupe_securite_chauffe_eau,Groupe de sécurité chauffe-eau (fourni+posé),unite,chauffage,fourniture_pose,false,—,auto,,80,280,0,0,,null,0,Base,
517,insert_cheminee_fourniture_pose,Insert à bois / poêle (fourniture + tubage + pose),forfait,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,2000,8500,,null,0,Base,
476,chauffage_insert,Insert cheminée (pose),forfait,chauffage,pose_seule,false,—,auto,,0,0,780,1620,,null,0,Hors insert,
408,pose_plancher_chauffant,Plancher chauffant (pose),m2,chauffage,pose_seule,false,—,auto,,55,115,0,0,,null,0,Estimation,
811,plancher_chauffant_hydraulique,Plancher chauffant hydraulique (fourni+posé),m2,chauffage,fourniture_pose,false,—,auto,,50,120,0,0,,null,0,Hors chaudière,
409,pose_plancher_chauffant_hydro,Plancher chauffant hydraulique (pose),m2,chauffage,pose_seule,false,—,auto,,68,142,0,0,,null,0,Estimation,
605,plancher_chauffant_eau,Plancher chauffant hydraulique eau chaude,m2,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),55,132,0,0,,null,0,Base,
475,chauffage_poele_bois,Poêle à bois (pose),forfait,chauffage,pose_seule,false,—,auto,,0,0,618,1282,,null,0,Hors appareil,
518,poele_bois_fourniture_pose,Poêle à bois / granulés (fourniture + installation),forfait,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,1800,7000,,null,0,Base,
813,poele_bois_insert,Poêle à bois / insert cheminée (fourni+posé),unite,chauffage,fourniture_pose,false,—,auto,,2500,8000,0,0,,null,0,Hors conduit de fumée,
348,installation_poele_pellets_chantier_difficile,Poêle à granulés (pose) (chantier difficile),forfait,chauffage,pose_seule,false,variante_complexite,auto,,0,0,1014,2106,,null,0,Estimation,
346,installation_poele_pellets_complexe,Poêle à granulés (pose) (complexe),forfait,chauffage,pose_seule,false,variante_complexite,auto,,0,0,975,2025,,null,0,Estimation,
345,installation_poele_pellets_standard,Poêle à granulés (pose) (standard),forfait,chauffage,pose_seule,false,standard,auto,,0,0,780,1620,,null,0,Estimation,
347,installation_poele_pellets_urgence,Poêle à granulés (pose) (urgence),forfait,chauffage,pose_seule,false,variante_complexite,auto,,0,0,1053,2187,,null,0,Estimation,
410,pose_chaudiere_pellets_mo,Pose chaudière granulés (MO),forfait,chauffage,pose_seule,false,—,auto,,0,0,1625,3375,,null,0,Estimation,
608,insert_cheminee_pose,Pose insert cheminée (hors fourniture),forfait,chauffage,pose_seule,false,—,auto,,0,0,600,2600,,null,0,Hors tubage,
606,poele_bois_pose,Pose poêle à bois (hors fourniture),forfait,chauffage,pose_seule,false,—,auto,,0,0,400,1600,,null,0,Hors tubage,
607,poele_granules_pose,Pose poêle à granulés (hors fourniture),forfait,chauffage,pose_seule,false,—,auto,,0,0,500,2100,,null,0,Hors tubage,
193,radiateur_pose,Pose radiateur (hors fourniture),unité,chauffage,pose_seule,false,—,auto,,120,300,0,0,,null,0,Base,
22,chauffage_radiateur_pose,Pose radiateur (MO),unité,chauffage,pose_seule,false,—,auto,,120,380,0,0,,null,0,Eau/élec selon cas,
192,radiateur_elec,Pose radiateur électrique,unité,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),90,280,0,0,,null,0,null,
610,radiateur_electrique_inertie,Pose radiateur électrique à inertie (hors fourniture),unité,chauffage,pose_seule,false,—,auto,,100,320,0,0,,null,0,Base,
611,radiateur_fonte_pose,Pose radiateur fonte (hors fourniture),unité,chauffage,pose_seule,false,—,auto,,150,500,0,0,,null,0,Base,
407,pose_radiateur_fonte,Pose radiateur fonte (MO),unité,chauffage,pose_seule,false,—,auto,,208,432,0,0,,null,0,Estimation,
191,purge_radiateurs,Purge/réglage radiateurs,forfait,chauffage,non_applicable,false,—,auto,,0,0,60,240,,null,0,Chauffage eau,
441,radiateur_fourniture_pose,Radiateur (fourni+posé),forfait,chauffage,fourniture_pose,false,—,auto,,0,0,292,608,,null,0,Selon gamme,
352,ramonage_chantier_difficile,Ramonage (chantier difficile),forfait,chauffage,non_applicable,false,variante_complexite,auto,,0,0,58,176,,null,0,Estimation,
350,ramonage_complexe,Ramonage (complexe),forfait,chauffage,non_applicable,false,variante_complexite,auto,,0,0,56,169,,null,0,Estimation,
349,ramonage_standard,Ramonage (standard),forfait,chauffage,non_applicable,false,standard,auto,,0,0,45,135,,null,0,Estimation,
351,ramonage_urgence,Ramonage (urgence),forfait,chauffage,non_applicable,false,variante_complexite,auto,,0,0,61,182,,null,0,Estimation,
612,chaudiere_condensation_rempl,Remplacement chaudière condensation gaz,forfait,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,2000,5200,,null,0,MO + raccordement,
613,chaudiere_fioul_remplacement,Remplacement chaudière fioul,forfait,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,2500,7000,,null,0,MO + raccordement,
38,cumulus,Remplacement chauffe-eau,forfait,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,650,1900,,null,0,null,
23,chauffe_eau_remplacement,Remplacement chauffe-eau (pose),unité,chauffage,pose_seule,false,—,auto,,350,800,0,0,,null,0,Base,
707,groupe_securite_cumulus,Remplacement groupe de sécurité cumulus,unité,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),80,250,0,0,,null,0,Base,
616,pompe_circulatrice_remplacement,Remplacement pompe circulatrice chauffage,unité,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),250,680,0,0,,null,0,Base,
820,remplacement_radiateur_acier,Remplacement radiateur acier (fourni+posé),unite,chauffage,fourniture_pose,false,—,auto,,200,700,0,0,,null,0,Base,
609,tubage_cheminee_inox,Tubage cheminée flexible inox,ml,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),45,128,0,0,,null,0,Flexible ou rigide,
519,tubage_conduit_cheminee,Tubage conduit cheminée (fourniture + pose),ml,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),80,280,200,800,,null,0,Inox double peau,
814,conduit_de_fumee_tubage,Tubage conduit de fumée inox,ml,chauffage,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),80,200,0,0,,null,0,Ø 150 mm,
48,depose_radiateur,Dépose radiateur,unité,chauffage,fourniture_pose,false,—,conflit,conflit avec : demolition_depose | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),40,180,0,0,,null,0,null,
145,peinture_radiateur,Peinture radiateur,unité,chauffage,fourniture_pose,false,—,conflit,conflit avec : peinture_revetements | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),40,180,0,0,,null,0,null,
604,plancher_chauffant_electrique,Plancher chauffant électrique (câble/mat),m2,chauffage,fourniture_pose,false,—,conflit,conflit avec : electricite | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),40,100,0,0,,null,0,Base,
474,chauffage_plinthe_elec,Plinthes chauffantes électriques (pose),ml,chauffage,pose_seule,false,—,conflit,conflit avec : sols_souples,55,115,0,0,,null,0,Hors fourniture,
202,robinet_thermostatique,Pose robinet thermostatique,unité,chauffage,fourniture_pose,false,—,conflit,conflit avec : plomberie_sanitaires | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),35,130,0,0,,null,0,Par radiateur,
618,robinets_thermostatiques_lot,Remplacement robinets thermostatiques (lot complet),forfait,chauffage,fourniture_pose,false,—,conflit,conflit avec : plomberie_sanitaires | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,300,1150,,null,0,Base,
790,amenagement_cuisine_complet,Aménagement cuisine complète (hors électroménager),m2,cuisine_agencement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),400,1200,0,0,,null,0,Sur mesure,
147,placard_amenagement,Aménagement placard (simple),forfait,cuisine_agencement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,250,1400,,null,0,Étagères/tringles,
644,bibliotheque_bois_mesure,Bibliothèque boiserie sur mesure (MO),ml,cuisine_agencement,pose_seule,false,—,auto,,200,750,0,0,,null,0,Base,
783,credence_verre_laqué,Crédence verre laqué (fourni+posé),m2,cuisine_agencement,fourniture_pose,false,—,auto,,90,250,0,0,,null,0,Base,
35,cuisine_demontage,Démontage ancienne cuisine,forfait,cuisine_agencement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,250,1400,,null,0,Hors évacuation,
480,cuisine_equipement_electro,Électroménager cuisine (pose),forfait,cuisine_agencement,pose_seule,false,—,auto,,0,0,150,350,,null,0,null,
785,evier_granit_pose,Évier granit (fourni+posé),unite,cuisine_agencement,fourniture_pose,false,—,auto,,300,950,0,0,,null,0,Base,
372,pose_cuisine_electromenager_chantier_difficile,Intégration électroménager (MO) (chantier difficile),forfait,cuisine_agencement,pose_seule,false,variante_complexite,auto,,0,0,273,637,,null,0,Estimation,
370,pose_cuisine_electromenager_complexe,Intégration électroménager (MO) (complexe),forfait,cuisine_agencement,pose_seule,false,variante_complexite,auto,,0,0,262,612,,null,0,Estimation,
369,pose_cuisine_electromenager_standard,Intégration électroménager (MO) (standard),forfait,cuisine_agencement,pose_seule,false,standard,auto,,0,0,210,490,,null,0,Estimation,
371,pose_cuisine_electromenager_urgence,Intégration électroménager (MO) (urgence),forfait,cuisine_agencement,pose_seule,false,variante_complexite,auto,,0,0,284,662,,null,0,Estimation,
781,meuble_cuisine_sur_mesure,Meuble cuisine sur mesure (pose incluse),ml,cuisine_agencement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),600,1800,0,0,,null,0,Hors électroménager,
880,placard_coulissant,Placard coulissant (fourni+posé),m2,cuisine_agencement,fourniture_pose,false,—,auto,,250,800,0,0,,null,0,Base,
879,placard_sur_mesure,Placard sur mesure (fourni+posé),m2,cuisine_agencement,fourniture_pose,false,—,auto,,200,700,0,0,,null,0,Portes battantes,
576,plan_travail_bois_massif_pose,Plan de travail bois massif (hors fourniture),ml,cuisine_agencement,pose_seule,false,—,auto,,80,230,0,0,,null,0,Base,
574,plan_travail_granit_pose,Plan de travail granit (hors fourniture),ml,cuisine_agencement,pose_seule,false,—,auto,,100,260,0,0,,null,0,Base,
777,plan_de_travail_granit,Plan de travail granit naturel (fourni+posé),ml,cuisine_agencement,fourniture_pose,false,—,auto,,250,700,0,0,,null,0,Ep. 20 mm,
778,plan_de_travail_quartz,Plan de travail quartz reconstitué (fourni+posé),ml,cuisine_agencement,fourniture_pose,false,—,auto,,300,800,0,0,,null,0,Ep. 20 mm,
575,plan_travail_quartz_pose,Plan de travail quartz/silestone (hors fourniture),ml,cuisine_agencement,pose_seule,false,—,auto,,100,290,0,0,,null,0,Base,
33,credence,Pose crédence,m2,cuisine_agencement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),30,110,0,0,,null,0,null,
587,credence_verre_securit_pose,Pose crédence verre sécurit (hors fourniture),m2,cuisine_agencement,pose_seule,false,—,auto,,80,290,0,0,,null,0,Base,
171,pose_credence_verre,Pose crédence verre/alu,m2,cuisine_agencement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),45,160,0,0,,null,0,Hors fourniture,
34,cuisine,Pose cuisine,forfait,cuisine_agencement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,800,4000,,null,0,null,
404,pose_cuisine_sur_mesure_mo,Pose cuisine sur-mesure (MO),forfait,cuisine_agencement,pose_seule,false,—,auto,,0,0,1430,2970,,null,0,Estimation,
403,pose_cuisine_ikea_mo,Pose cuisine type IKEA (MO),forfait,cuisine_agencement,pose_seule,false,—,auto,,0,0,715,1485,,null,0,Estimation,
686,dressing_modulable_pose,Pose dressing modulable (hors fourniture),ml,cuisine_agencement,pose_seule,false,—,auto,,200,680,0,0,,null,0,Base,
579,evier_granit_composite_pose,Pose évier granit composite (hors fourniture),unité,cuisine_agencement,pose_seule,false,—,auto,,120,400,0,0,,null,0,Base,
578,evier_inox_pose,Pose évier inox (hors fourniture),unité,cuisine_agencement,pose_seule,false,—,auto,,100,310,0,0,,null,0,Base,
583,four_encastre_pose,Pose four encastré (hors fourniture),unité,cuisine_agencement,pose_seule,false,—,auto,,80,290,0,0,,null,0,Base,
89,hotte_pose,Pose hotte (MO),unité,cuisine_agencement,pose_seule,false,—,auto,,80,280,0,0,,null,0,Évacuation en sus,
580,hotte_casquette_pose,Pose hotte aspirante casquette (hors fourniture),unité,cuisine_agencement,pose_seule,false,—,auto,,100,320,0,0,,null,0,Base,
581,hotte_ilot_suspendue_pose,Pose hotte îlot suspendue (hors fourniture),unité,cuisine_agencement,pose_seule,false,—,auto,,180,580,0,0,,null,0,Réseau gaine en sus,
588,ilot_central_cuisine_pose,Pose îlot central cuisine (hors fourniture),forfait,cuisine_agencement,pose_seule,false,—,auto,,0,0,600,2800,,null,0,Base,
584,lave_vaisselle_integre_pose,Pose lave-vaisselle intégrable (hors fourniture),unité,cuisine_agencement,pose_seule,false,—,auto,,80,290,0,0,,null,0,Base,
172,pose_meuble_sdb,Pose meuble SDB,unité,cuisine_agencement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),180,700,0,0,,null,0,null,
149,plan_travail,Pose plan de travail,ml,cuisine_agencement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),40,160,0,0,,null,0,null,
304,pose_cuisine_plan_travail,Pose plan de travail cuisine,ml,cuisine_agencement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),72,168,0,0,,null,0,Découpe/ajustement,
582,plaque_cuisson_pose,Pose plaque de cuisson (hors fourniture),unité,cuisine_agencement,pose_seule,false,—,auto,,80,290,0,0,,null,0,Base,
332,renovation_cuisine_chantier_difficile,Rénovation cuisine (chantier difficile),forfait,cuisine_agencement,fourniture_pose,false,variante_complexite,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,6630,15470,,null,0,Estimation,
330,renovation_cuisine_complexe,Rénovation cuisine (complexe),forfait,cuisine_agencement,fourniture_pose,false,variante_complexite,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,6375,14875,,null,0,Estimation,
329,renovation_cuisine_standard,Rénovation cuisine (standard),forfait,cuisine_agencement,fourniture_pose,false,standard,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,5100,11900,,null,0,Estimation,
331,renovation_cuisine_urgence,Rénovation cuisine (urgence),forfait,cuisine_agencement,fourniture_pose,false,variante_complexite,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,6885,16065,,null,0,Estimation,
585,cuisine_renovation_petite,Rénovation cuisine complète < 8 m²,forfait,cuisine_agencement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,8000,26000,,null,0,Hors électroménager,
